"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"Geography","Geographic Area Name","Estimate!!Households!!Total","Margin of Error!!Households!!Total","Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more","Estimate!!Households!!Median income (dollars)","Margin of Error!!Households!!Median income (dollars)","Estimate!!Households!!Mean income (dollars)","Margin of Error!!Households!!Mean income (dollars)","Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Families!!Total","Margin of Error!!Families!!Total","Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more","Estimate!!Families!!Median income (dollars)","Margin of Error!!Families!!Median income (dollars)","Estimate!!Families!!Mean income (dollars)","Margin of Error!!Families!!Mean income (dollars)","Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Married-couple families!!Total","Margin of Error!!Married-couple families!!Total","Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more","Estimate!!Married-couple families!!Median income (dollars)","Margin of Error!!Married-couple families!!Median income (dollars)","Estimate!!Married-couple families!!Mean income (dollars)","Margin of Error!!Married-couple families!!Mean income (dollars)","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Nonfamily households!!Total","Margin of Error!!Nonfamily households!!Total","Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more","Estimate!!Nonfamily households!!Median income (dollars)","Margin of Error!!Nonfamily households!!Median income (dollars)","Estimate!!Nonfamily households!!Mean income (dollars)","Margin of Error!!Nonfamily households!!Mean income (dollars)","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months",
"1400000US11001000703","Census Tract 7.03; District of Columbia; District of Columbia","2028","275","4.5","4.5","0.0","2.2","0.0","2.2","3.2","2.6","1.8","1.7","8.3","4.1","16.3","7.2","26.0","8.7","13.8","8.3","26.2","8.5","121413","35670","187331","37065","33.0","(X)","(X)","(X)","(X)","(X)","772","227","0.0","5.7","0.0","5.7","0.0","5.7","0.0","5.7","1.2","1.7","1.4","2.3","4.3","4.4","25.1","13.6","10.1","9.6","57.9","15.0","241071","43747","296055","76000","(X)","(X)","28.8","(X)","(X)","(X)","761","228","0.0","5.7","0.0","5.7","0.0","5.7","0.0","5.7","1.2","1.7","0.0","5.7","4.3","4.5","25.5","13.7","10.2","9.7","58.7","15.1","241250","44598","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1256","241","7.2","7.1","0.0","3.5","0.0","3.5","5.2","4.3","2.1","2.5","12.5","6.6","25.0","10.2","25.2","10.3","16.0","12.3","6.7","5.2","98556","13000","119914","24820","(X)","(X)","(X)","(X)","35.7","(X)",
"1400000US11001000704","Census Tract 7.04; District of Columbia; District of Columbia","1515","233","9.4","5.6","1.0","1.6","2.3","3.1","3.3","2.8","7.3","5.4","20.8","11.8","6.7","5.4","10.8","4.9","5.7","4.2","32.7","9.1","92484","39658","176163","37607","29.2","(X)","(X)","(X)","(X)","(X)","615","121","3.1","4.9","0.0","7.1","0.0","7.1","0.0","7.1","5.2","8.2","0.0","7.1","8.5","10.5","9.1","7.5","13.8","10.8","60.3","13.2","250,000+","***","298417","58281","(X)","(X)","41.5","(X)","(X)","(X)","508","129","0.0","8.5","0.0","8.5","0.0","8.5","0.0","8.5","0.0","8.5","0.0","8.5","10.2","12.3","11.0","9.1","8.7","8.3","70.1","13.0","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","900","222","13.7","9.1","1.7","2.8","3.9","5.4","5.6","4.8","8.8","7.4","35.0","17.2","5.6","4.9","12.0","7.6","4.7","5.3","9.2","7.6","66969","6951","89245","26711","(X)","(X)","(X)","(X)","20.8","(X)",
"1400000US11001000802","Census Tract 8.02; District of Columbia; District of Columbia","1471","176","4.8","4.2","2.6","2.9","1.8","2.1","3.9","3.4","1.8","1.6","6.1","4.0","8.5","5.4","17.5","7.3","10.8","7.6","42.4","7.5","158176","16863","258024","44976","31.8","(X)","(X)","(X)","(X)","(X)","805","159","5.0","5.7","0.0","5.4","1.9","2.8","2.0","3.2","3.2","4.8","4.7","5.0","8.0","8.2","4.6","4.4","9.8","12.0","60.9","13.7","250,000+","***","325745","74215","(X)","(X)","38.5","(X)","(X)","(X)","673","152","3.9","6.4","0.0","6.5","2.2","3.4","0.0","6.5","3.9","5.6","3.7","5.0","3.6","4.2","5.5","5.3","11.7","13.9","65.5","14.5","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","666","149","6.6","7.1","5.7","6.4","1.7","2.8","8.6","7.6","4.1","3.7","5.3","4.9","9.2","7.1","27.0","13.8","12.0","9.1","20.0","14.3","104744","25697","163753","65510","(X)","(X)","(X)","(X)","19.8","(X)",
"1400000US11001000803","Census Tract 8.03; District of Columbia; District of Columbia","1233","172","14.4","7.2","0.0","3.6","0.0","3.6","3.1","2.9","8.9","7.2","3.7","3.2","5.4","4.5","16.6","8.1","8.9","4.8","38.9","8.7","138313","41244","164754","22593","25.8","(X)","(X)","(X)","(X)","(X)","446","133","7.4","10.6","0.0","9.6","0.0","9.6","0.0","9.6","0.0","9.6","0.0","9.6","5.4","7.9","8.7","8.9","4.3","4.8","74.2","14.7","250,000+","***","249731","47981","(X)","(X)","16.8","(X)","(X)","(X)","446","133","7.4","10.6","0.0","9.6","0.0","9.6","0.0","9.6","0.0","9.6","0.0","9.6","5.4","7.9","8.7","8.9","4.3","4.8","74.2","14.7","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","787","171","18.3","9.7","0.0","5.6","0.0","5.6","4.8","4.5","14.0","10.8","5.8","5.1","5.5","5.3","21.1","11.4","11.6","6.6","18.9","9.9","103151","30369","116598","23975","(X)","(X)","(X)","(X)","30.9","(X)",
"1400000US11001000804","Census Tract 8.04; District of Columbia; District of Columbia","1235","199","9.4","5.2","0.5","0.9","0.0","3.6","1.5","2.8","0.0","3.6","0.0","3.6","9.6","9.1","15.1","7.5","8.7","6.0","55.3","10.6","244375","80142","524727","107155","32.0","(X)","(X)","(X)","(X)","(X)","877","148","4.9","5.6","0.0","5.0","0.0","5.0","0.0","5.0","0.0","5.0","0.0","5.0","3.9","5.4","8.4","7.3","6.2","6.0","76.6","11.5","250,000+","***","699790","142889","(X)","(X)","26.0","(X)","(X)","(X)","819","148","1.5","2.2","0.0","5.3","0.0","5.3","0.0","5.3","0.0","5.3","0.0","5.3","4.2","5.7","6.8","7.4","6.6","6.5","81.0","11.2","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","358","146","20.4","16.3","1.7","3.4","0.0","11.8","5.3","9.7","0.0","11.8","0.0","11.8","23.5","25.9","31.3","20.5","14.8","16.3","3.1","5.1","93929","36696","89874","22714","(X)","(X)","(X)","(X)","46.6","(X)",
"1400000US11001000902","Census Tract 9.02; District of Columbia; District of Columbia","864","119","2.5","1.7","0.0","5.1","1.4","1.6","0.9","1.2","1.4","1.3","7.6","5.5","4.9","4.1","10.1","4.2","15.0","5.0","56.1","9.9","250,000+","***","295105","35284","36.1","(X)","(X)","(X)","(X)","(X)","672","117","0.0","6.5","0.0","6.5","1.0","1.6","0.0","6.5","0.7","1.2","7.3","5.8","3.7","4.8","11.0","5.3","9.4","4.5","66.8","11.6","250,000+","***","338230","42925","(X)","(X)","35.9","(X)","(X)","(X)","480","132","0.0","8.9","0.0","8.9","1.5","2.2","0.0","8.9","1.0","1.7","1.5","1.6","0.0","8.9","3.3","3.3","9.0","5.0","83.8","7.2","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","192","54","11.5","7.5","0.0","20.7","2.6","4.0","4.2","5.2","3.6","4.4","8.9","11.1","8.9","7.0","16.1","11.3","34.9","14.8","9.4","8.3","123690","36005","125958","29261","(X)","(X)","(X)","(X)","27.6","(X)",
"1400000US11001000903","Census Tract 9.03; District of Columbia; District of Columbia","358","68","8.7","7.3","0.0","11.8","0.0","11.8","0.0","11.8","2.5","4.5","8.4","7.1","0.0","11.8","2.0","3.6","10.3","12.3","68.2","13.0","250,000+","***","421007","79930","28.2","(X)","(X)","(X)","(X)","(X)","267","63","0.0","15.5","0.0","15.5","0.0","15.5","0.0","15.5","0.0","15.5","7.9","8.1","0.0","15.5","6.0","6.7","13.9","15.7","72.3","14.3","250,000+","***","488240","90797","(X)","(X)","31.5","(X)","(X)","(X)","236","60","0.0","17.3","0.0","17.3","0.0","17.3","0.0","17.3","0.0","17.3","5.9","8.1","0.0","17.3","3.0","5.3","15.7","17.5","75.4","16.1","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","91","41","34.1","27.7","0.0","36.4","0.0","36.4","0.0","36.4","9.9","16.4","9.9","15.5","0.0","36.4","0.0","36.4","0.0","36.4","46.2","28.5","-","**","198234","141879","(X)","(X)","(X)","(X)","18.7","(X)",
"1400000US11001000904","Census Tract 9.04; District of Columbia; District of Columbia","1214","115","0.0","3.6","0.0","3.6","4.6","4.8","0.7","1.2","0.0","3.6","4.8","4.1","1.4","1.5","8.6","6.5","16.1","7.3","63.8","8.6","250,000+","***","454552","66488","34.6","(X)","(X)","(X)","(X)","(X)","951","120","0.0","4.6","0.0","4.6","1.1","1.6","0.9","1.5","0.0","4.6","4.1","4.7","1.1","1.7","6.3","4.8","13.7","6.3","72.9","7.9","250,000+","***","525867","76542","(X)","(X)","32.4","(X)","(X)","(X)","879","115","0.0","5.0","0.0","5.0","0.0","5.0","0.0","5.0","0.0","5.0","4.4","5.0","0.0","5.0","6.8","5.2","11.8","6.6","76.9","8.1","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","263","87","0.0","15.7","0.0","15.7","17.5","21.4","0.0","15.7","0.0","15.7","7.2","8.9","2.7","4.1","16.7","23.5","25.1","24.1","30.8","20.4","158520","52787","194435","73236","(X)","(X)","(X)","(X)","42.6","(X)",
"1400000US11001001002","Census Tract 10.02; District of Columbia; District of Columbia","2032","249","8.2","4.8","1.2","1.9","2.6","3.2","1.7","1.9","1.9","1.7","15.7","7.6","7.4","4.5","14.9","6.8","28.9","9.6","17.5","8.0","131731","32124","138918","17473","16.9","(X)","(X)","(X)","(X)","(X)","548","197","0.0","7.9","0.0","7.9","7.5","10.9","0.0","7.9","0.0","7.9","2.4","4.0","2.9","4.6","7.7","8.6","34.3","19.8","45.3","20.8","193030","60710","215124","46478","(X)","(X)","19.0","(X)","(X)","(X)","456","191","0.0","9.4","0.0","9.4","0.0","9.4","0.0","9.4","0.0","9.4","2.9","4.8","3.5","5.5","4.8","7.8","41.2","22.6","47.6","23.4","194167","62049","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1484","254","11.2","6.6","1.7","2.6","0.8","1.4","2.3","2.6","2.6","2.3","20.7","10.3","9.1","6.3","17.5","8.5","27.0","11.7","7.2","4.2","104516","38934","110338","13762","(X)","(X)","(X)","(X)","16.1","(X)",
"1400000US11001001003","Census Tract 10.03; District of Columbia; District of Columbia","1132","136","4.2","5.0","0.0","3.9","1.7","2.9","0.0","3.9","0.0","3.9","1.3","2.3","1.9","2.8","11.2","6.8","15.5","7.9","64.1","9.0","250,000+","***","358236","64479","28.1","(X)","(X)","(X)","(X)","(X)","873","148","0.0","5.0","0.0","5.0","0.0","5.0","0.0","5.0","0.0","5.0","0.0","5.0","0.0","5.0","4.4","3.9","16.4","9.6","79.3","10.2","250,000+","***","410180","91765","(X)","(X)","27.3","(X)","(X)","(X)","699","109","0.0","6.2","0.0","6.2","0.0","6.2","0.0","6.2","0.0","6.2","0.0","6.2","0.0","6.2","5.4","5.2","13.3","10.3","81.3","11.6","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","259","85","18.5","21.2","0.0","15.9","7.3","12.8","0.0","15.9","0.0","15.9","5.8","10.4","8.5","12.0","34.4","25.4","12.4","14.0","13.1","15.1","140507","66380","125190","46487","(X)","(X)","(X)","(X)","30.9","(X)",
"1400000US11001001004","Census Tract 10.04; District of Columbia; District of Columbia","1594","170","14.0","8.5","0.8","1.3","2.8","3.1","3.0","3.0","4.5","3.0","7.7","4.4","3.3","2.7","6.6","4.3","6.0","3.6","51.4","8.8","208902","56638","242043","41377","26.1","(X)","(X)","(X)","(X)","(X)","990","159","0.0","4.4","0.0","4.4","0.0","4.4","1.1","1.8","3.8","4.2","7.5","5.7","0.0","4.4","5.7","4.6","6.5","4.3","75.5","9.1","250,000+","***","340079","52504","(X)","(X)","21.4","(X)","(X)","(X)","866","136","0.0","5.1","0.0","5.1","0.0","5.1","1.3","2.1","2.0","3.1","6.4","5.7","0.0","5.1","5.1","4.7","6.2","4.5","79.1","8.5","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","604","161","36.9","19.0","2.0","3.3","7.3","8.0","7.9","8.4","5.6","6.5","7.9","7.6","6.8","6.3","10.1","8.1","5.3","6.2","10.1","8.4","30662","25355","77199","41227","(X)","(X)","(X)","(X)","33.8","(X)",
"1400000US11001001100","Census Tract 11; District of Columbia; District of Columbia","2109","414","10.3","11.3","3.2","3.0","2.4","2.1","1.7","2.0","7.0","5.3","7.1","5.3","4.5","3.5","11.3","6.2","4.0","3.1","48.5","9.9","176875","85849","253400","49916","26.4","(X)","(X)","(X)","(X)","(X)","1121","150","0.0","3.9","0.0","3.9","1.5","2.4","0.0","3.9","7.0","8.3","2.2","3.6","1.7","2.7","15.1","7.9","8.5","5.9","64.0","10.2","250,000+","***","348895","67158","(X)","(X)","23.3","(X)","(X)","(X)","1010","139","0.0","4.4","0.0","4.4","1.7","2.7","0.0","4.4","7.7","9.1","2.5","4.0","1.9","3.0","11.7","7.2","7.1","5.7","67.4","10.6","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","988","415","22.1","21.9","6.8","6.7","3.3","3.6","3.5","4.4","7.1","6.3","12.7","10.8","7.7","7.7","8.3","7.9","1.3","2.2","27.2","19.7","71290","43639","137878","69864","(X)","(X)","(X)","(X)","27.1","(X)",
"1400000US11001001200","Census Tract 12; District of Columbia; District of Columbia","2519","271","6.5","5.4","0.8","1.1","6.1","4.6","2.5","2.1","2.8","2.2","9.4","5.8","15.0","8.0","9.1","3.6","10.7","6.6","37.0","7.9","134049","43473","190272","25918","21.7","(X)","(X)","(X)","(X)","(X)","1132","209","0.0","3.9","1.7","2.5","0.0","3.9","0.0","3.9","0.0","3.9","2.0","3.3","3.4","4.0","9.6","6.2","13.7","12.6","69.6","11.6","250,000+","***","307762","40902","(X)","(X)","18.4","(X)","(X)","(X)","973","186","0.0","4.5","2.0","2.9","0.0","4.5","0.0","4.5","0.0","4.5","2.4","3.8","2.6","4.1","7.8","5.9","11.2","13.7","74.1","13.4","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1387","251","11.8","9.7","0.0","3.2","11.1","8.2","4.6","3.8","5.0","4.1","15.5","9.8","24.6","13.8","8.7","4.8","8.3","5.0","10.4","9.1","76472","14817","90367","20622","(X)","(X)","(X)","(X)","23.2","(X)",
"1400000US11001001301","Census Tract 13.01; District of Columbia; District of Columbia","2080","296","7.5","4.4","0.8","1.2","4.4","5.3","12.5","11.5","4.9","3.6","5.9","4.1","20.0","6.1","6.0","3.6","12.5","5.1","25.7","8.4","85000","19221","171983","39733","25.8","(X)","(X)","(X)","(X)","(X)","744","178","0.0","5.9","0.0","5.9","8.5","13.6","1.9","2.9","2.6","4.4","0.0","5.9","9.8","10.5","6.2","6.0","18.3","10.8","52.8","14.7","217813","67054","309428","81038","(X)","(X)","35.1","(X)","(X)","(X)","623","173","0.0","7.0","0.0","7.0","0.0","7.0","2.2","3.5","3.0","5.3","0.0","7.0","11.7","12.3","2.1","3.4","20.1","13.1","60.8","14.3","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1336","308","11.6","7.1","1.2","1.9","2.1","2.6","18.5","17.0","6.1","5.1","9.2","6.3","25.7","9.1","5.8","4.4","9.2","6.3","10.6","8.1","75494","15794","95410","27129","(X)","(X)","(X)","(X)","20.7","(X)",
"1400000US11001001303","Census Tract 13.03; District of Columbia; District of Columbia","2279","226","5.7","4.6","2.3","2.6","5.6","4.8","0.0","2.0","3.9","3.3","16.1","8.3","12.6","7.6","19.0","8.5","8.8","6.5","26.1","6.6","103623","32699","155489","22605","16.7","(X)","(X)","(X)","(X)","(X)","697","214","0.0","6.2","0.0","6.2","0.0","6.2","0.0","6.2","0.0","6.2","3.0","5.2","10.2","11.5","11.8","14.2","11.3","13.5","63.7","17.7","202132","39905","281151","62088","(X)","(X)","5.3","(X)","(X)","(X)","616","197","0.0","7.0","0.0","7.0","0.0","7.0","0.0","7.0","0.0","7.0","3.4","5.9","8.8","12.8","13.3","16.1","12.8","15.3","61.7","18.2","201607","77271","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1582","217","8.2","6.5","3.3","3.7","8.0","6.9","0.0","2.8","5.6","4.6","21.9","12.0","13.7","9.4","22.1","10.5","7.7","6.7","9.5","6.1","80643","16982","97505","16751","(X)","(X)","(X)","(X)","20.3","(X)",
"1400000US11001001304","Census Tract 13.04; District of Columbia; District of Columbia","2796","384","1.4","1.7","3.4","3.5","2.3","1.8","2.4","2.3","6.4","5.4","9.7","5.1","11.5","5.7","28.1","11.2","13.6","6.0","21.2","7.2","122900","16981","135887","13191","32.7","(X)","(X)","(X)","(X)","(X)","940","404","2.3","4.0","0.0","4.7","0.0","4.7","0.0","4.7","0.0","4.7","0.0","4.7","7.7","8.8","41.7","25.3","14.7","9.9","33.6","17.8","141765","49245","176087","29934","(X)","(X)","60.3","(X)","(X)","(X)","920","401","2.4","4.1","0.0","4.8","0.0","4.8","0.0","4.8","0.0","4.8","0.0","4.8","7.8","9.0","42.6","25.7","15.0","10.1","32.2","17.9","140294","48359","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1856","237","0.9","1.5","5.1","5.1","3.5","2.7","3.6","3.5","9.6","7.9","14.6","7.3","13.5","8.2","21.3","7.8","13.0","8.3","15.0","8.4","99533","17941","115528","18149","(X)","(X)","(X)","(X)","18.6","(X)",
"1400000US11001001401","Census Tract 14.01; District of Columbia; District of Columbia","1329","137","2.5","2.0","1.1","1.7","0.0","3.3","1.8","2.7","5.6","3.6","5.6","3.2","10.2","8.9","10.2","4.8","11.2","5.4","51.9","7.1","211806","38243","288539","32827","21.1","(X)","(X)","(X)","(X)","(X)","828","147","0.0","5.3","0.0","5.3","0.0","5.3","0.4","0.6","1.1","1.8","1.9","2.4","1.2","1.8","7.9","5.1","9.8","6.3","77.8","7.9","250,000+","***","400590","46257","(X)","(X)","23.1","(X)","(X)","(X)","799","145","0.0","5.5","0.0","5.5","0.0","5.5","0.0","5.5","0.0","5.5","2.0","2.5","1.3","1.9","6.0","4.9","10.1","6.5","80.6","7.7","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","501","113","6.6","5.7","2.8","4.6","0.0","8.6","4.2","7.1","13.0","8.1","11.8","8.0","25.0","21.4","14.0","8.4","13.6","11.1","9.2","6.2","80972","8388","102419","18334","(X)","(X)","(X)","(X)","18.0","(X)",
